BAGLANTI_TIP_ID;HAT_NO;HAT_ADI;GUZERGAH_ACIKLAMA;ACIKLAMA;HAT_BASLANGIC;HAT_BITIS;GIDIS_CALISMA_SAATI;DONUS_CALISMA_SAATI
3;197;NAFİZ GÜRMAN - KARŞIYAKA;GÜMÜŞPALA - GİRNE;;NAFİZ GÜRMAN;KARŞIYAKA İSKELE;06:00 - 23:20;06:35 - 00:00
3;200;MAVİŞEHİR AKTARMA MERKEZİ - HAVALİMANI;KARŞIYAKA - YEŞİLDERE - GAZİEMİR;;MAVİŞEHİR AKT.;HAVALİMANI;00:20 - 04:20;05:20 - 03:20
3;202;CUMHURİYET MEYDANI - HAVALİMANI;MUSTAFA KEMAL SAHİL BULV.-F. ALTAY-ÇEVRE YOLU;;CUMHURİYET MEYDANI;HAVALİMANI;00:00 - 04:00;01:00 - 05:00
3;221;ŞEMİKLER - BOSTANLI İSKELE;BESTEKAR YUSUF NALKESEN SK.-ŞEHİTLER BULV.-BOSTANLI MAH.;;ŞEMİKLER;BOSTANLI İSKELE;06:00 - 21:10;06:35 - 22:00
3;222;ŞEMİKLER - KARŞIYAKA İSKELE;ANADOLU CAD. - GİRNE;;ŞEMİKLER;KARŞIYAKA ISKELE;06:10 - 23:30;06:45 - 00:00
3;224;CENNETÇEŞME - KONAK;ESKIIZMIR CAD. - BOZYAKA - EŞREFPAŞA;;CENNETÇEŞME;KONAK;05:30 - 23:10;06:27 - 00:00
3;229;YAKAKENT MAHALLESİ - BOSTANLI İSKELE;ÇİĞLİ - ATAKENT;Olumsuz Hava Koşulları'nda Çamlıkent Meydan, Çamlıkent Çıkış ve Çamlıkent duraklarına hizmet verilemeyecektir.;YAKAKENT MAHALLESİ;BOSTANLI İSKELE;06:00 - 23:45;06:45 - 00:30
3;233;ESBAŞ AKTARMA MERKEZİ - KONAK;BEYAZEVLER - AKINCILAR - EŞREFPAŞA;;ESBAŞ AKT;KONAK;06:00 - 23:05;06:10 - 00:00
3;253;H.PINAR METRO 2 - KONAK;ALSANCAK-TALATPAŞA-CUMHURİYET BULV.;;HALKAPINAR METRO;KONAK;06:00 - 00:05;06:00 - 00:05
3;258;ONUR MAH. - KARŞIYAKA;POSTACI MAH. - GİRNE;;ONUR MAH.;KARŞIYAKA İSKELE;06:05 - 23:25;06:45 - 00:00
3;285;EVKA 1 - KONAK;ŞİRİNYER - EŞREFPAŞA - İKİÇEŞMELİK;HATTIMIZ RİNG HAT OLUP KONAKTAN SAAT UYGULAMASI YOKTUR;EVKA-1;KONAK;06:05 - 23:05;
3;290;BOSTANLI İSKELE - TINAZTEPE;KARŞIYAKA İSKELE-ALTINYOL-ANKARA CD.-ÇEVRE YOLU;;BOSTANLI;TINAZTEPE;06:15 - 22:30;06:15 - 22:30
3;302;OTOGAR - KONAK;KEMALPAŞA CAD. - YENİŞEHİR HASTANELER - GAZİ BULV.;;OTOGAR;KONAK;06:05 - 23:20;06:10 - 00:00
3;303;BUCA HEYKEL - KONAK;MENDERES CADDESİ-HOMEROS BULV. - KONAK TÜNELİ;;BUCA HEYKEL;KONAK;06:20 - 21:50;06:46 - 22:20
3;304;TINAZTEPE-KONAK;MENDERES CAD.- HOMEROS BULV. - KONAK TÜNELLERİ;;TINAZTEPE;KONAK;06:00 - 23:15;06:45 - 00:00
3;322;MUSTAFA KEMAL MAHALLESİ - BOSTANLI İSKELE;ESİN SİTESİ-ÇEVRE YOLU-CAHER DUDAYEV BULV.;;MUSTAFA KEMAL MAHALLESİ;BOSTANLI İSKELE;06:00 - 23:20;06:30 - 00:00
3;326;MUSTAFA KEMAL MAH. - KARŞIYAKA;İNÖNÜ MAH. - CUMHURİYET MAH. -  GİRNE;;MUSTAFA KEMAL MAH.;KARŞIYAKA İSKELE;06:05 - 23:15;06:50 - 00:00
3;327;İNÖNÜ MAHALLESİ-BOSTANLI İSKELE;ÇEVREYOLU-CUMHURİYET MAH.-CAHER DUDAYEV BULV.;Hattımız ring hat olup İnönü Mahallesinden saat uygulaması yoktur. Ancak hafta içi ve cumartesi günleri 06:00 servisi Soyak İzsu durağından başlamaktadır.;İNÖNÜ MAHALLESİ;BOSTANLI;;06:35 - 21:55
3;330;BOSTANLI İSKELE - EVKA3 METRO;KARŞIYAKA İSKELE-BAYRAKLI-MANAVKUYU-BORNOVA;;BOSTANLI İSKELE;EVKA3 METRO;06:00 - 00:10;06:00 - 00:20
3;361;BAHRİYE ÜÇOK - KARŞIYAKA İSKELE;GİRNE - CEMAL GÜRSEL CAD.;;BAHRİYE ÜÇOK;KARŞIYAKA ISKELE;06:00 - 23:40;06:25 - 00:05
3;374;İZKENT - KONAK;ŞİRİNYER - EŞREFPAŞA - İKİÇEŞMELİK;HATTIMIZ RİNG HAT OLUP KONAKTAN SAAT UYGULAMASI YOKTUR;İZKENT;KONAK;06:05 - 23:15;
3;417;BUCA KOOP - KONAK;İZBAN KOŞU - KONAK TÜNEL;;BUCA KOOP;KONAK;06:00 - 19:03;06:35 - 19:53
3;423;ŞİRİNEVLER - BOSTANLI İSKELE;KENT HASTANESİ - ATAKENT;;ŞİRİNEVLER;BOSTANLI İSKELE;06:35 - 17:00;07:15 - 17:50
3;428;EGEKENT 2 - BOSTANLI İSKELE;ULUKENT - ÇİĞLİ - ATAKENT;Körüklü Araçlar Ulukent İlköğretim Okulu, Ulucak Cami, Ulukent Meydan, Ulukent Çıkış, Celalettin Akar Duraklarına Uğramamaktadır.;EGEKENT-2;BOSTANLI İSKELE;06:00 - 23:10;06:50 - 00:00
3;429;GÜZELTEPE - BOSTANLI İSKELE;ÇİĞLİ - ŞİRİNTEPE - ATAKENT;;GÜZELTEPE;BOSTANLI İSKELE;06:05 - 23:30;06:40 - 00:10
3;430;YAKAKENT MAHALLESİ - BOSTANLI İSKELE;YÜKSEK VADİ EVLERİ - ESİN SİT.-GİRNE;Olumsuz Hava Koşulları'nda Çamlıkent Meydan, Çamlıkent Çıkış ve Çamlıkent duraklarına hizmet verilemeyecektir. ;YAKAKENT MAHALLESİ;BOSTANLI İSKELE;06:15 - 19:30;06:15 - 20:35
3;435;KÖRFEZ MAHALLESI - BOSTANLI İSKELE;ÇEVRE YOLU - GİRNE;;KÖRFEZ EVLERİ;BOSTANLI İSKELE;06:00 - 23:30;06:30 - 00:10
3;442;ATATÜRK MAHALLESİ - BOSTANLI İSKELE;AHMET YESEVİ BULV.- İZKENT MAH.-KENT HASTANESİ;Olumsuz hava koşullarında Doğan, Gezer, Zirve ve İzkent Son Durak durakları kullanılmayacaktır.;ATATÜRK MAH.;BOSTANLI İSKELE;06:30 - 19:00;07:15 - 19:55
3;443;EGEKENT - BOSTANLI İSKELE;İZKENT MAH.-ÇİĞLİ - ATAKENT;;EGEKENT;BOSTANLI İSKELE;06:00 - 23:20;06:45 - 00:10
3;445;EVKA 2 - BOSTANLI İSKELE;MALTEPE - ÇİĞLİ - ATAKENT;;EVKA-2;BOSTANLI İSKELE;06:05 - 23:25;06:46 - 00:10
3;446;EVKA 5 - BOSTANLI İSKELE;ESENTEPE - ÇİĞLİ - ATAKENT;Olumsuz hava koşullarında Doğan, Gezer, Zirve ve İzkent Son Durak durakları kullanılmayacaktır.;EVKA-5;BOSTANLI İSKELE;06:05 - 23:15;06:50 - 00:00
3;447;EVKA 6 - BOSTANLI İSKELE;AYDINLIKEVLER - ÇİĞLİ - ATAKENT;;EVKA-6;BOSTANLI İSKELE;06:15 - 23:25;06:40 - 00:10
3;465;TINAZTEPE - KONAK;AHMET YESEVİ CAD. - ENHOŞLAR-  EŞREFPAŞA;HATTIMIZ RİNG HAT OLUP KONAKTAN SAAT UYGULAMASI YOKTUR;TINAZTEPE;KONAK;06:00 - 22:55;
3;466;ŞİRİNYER AKTARMA MERKEZİ - KONAK;GÜRÇEŞME - GAZİLER CAD. - BASMANE;;ŞİRİNYER AKT.;KONAK;06:00 - 23:20;06:40 - 00:00
3;471;TINAZTEPE - KONAK;Buca Seyfi Demirsoy Devlet Hastanesi-Şirinyer-Eşrefpaşa;HATTIMIZ RİNG HAT OLUP KONAKTAN SAAT UYGULAMASI YOKTUR.;TINAZTEPE;KONAK;06:00 - 23:00;
3;480;İNCİRALTI - ÜÇKUYULAR İSKELE;BALÇOVA - ATA CAD.-F. ALTAY;;İNCİRALTI;ÜÇKUYULAR İSKELE;06:30 - 23:25;06:10 - 00:00
3;481;İNCİRALTI - BALÇOVA;BAHÇELERARASI- YILDIZ SOKAK - ÜÇKUYULAR İSKELE;;İNCİRALTI;BALÇOVA;06:00 - 18:40;06:40 - 19:20
3;484;YEŞİLBAĞLAR - KONAK;INKILAP İSTASYON - AKINCILAR - EŞREFPAŞA;HATTIMIZ RİNG HAT OLUP KONAKTAN SAAT UYGULAMASI YOKTUR.;YEŞİLBAĞLAR;KONAK;06:00 - 23:25;
3;485;GAZİEMİR İLÇE TERMİNALİ - KONAK;GÖKSU - YEŞİLBAĞLAR - FIRAT;HATTIMIZ RİNG HAT OLUP KONAKTAN SAAT UYGULAMASI YOKTUR.;GAZİEMİR İLÇE TERMİNALİ;KONAK;06:20 - 20:05;
3;486;OYAK SİTESİ - İNCİRALTI;BAKÜ BULV.-ÜÇKUYULAR İSKELE;;OYAK SİTESİ;İNCİRALTI;06:35 - 23:00;06:35 - 23:30
3;487;DEMİRKÖPRÜ - KARŞIYAKA;GÜNSAZAK BULV. - GİRNE;;DEMİRKÖPRÜ;KARŞIYAKA İSKELE;06:15 - 23:15;06:50 - 00:00
3;508;MENDERES - KONAK;KARABAĞLAR-ÜÇYOL-VARYANT;;MENDERES;KONAK;05:40 - 23:00;06:20 - 00:00
3;522;UZUNDERE TOPLU KONUTLARI - ÜÇYOL METRO;ESKİ İZMİR CAD. - BOZYAKA EĞT. ARŞ. HAST.;;UZUNDERE TOPLU KONUTLARI;ÜÇYOL METRO;06:35 - 17:35;07:30 - 18:30
3;532;BAYRAKLI ŞEHİR HASTANESİ - BOSTANLI İSKELE;GİRNE BULVARI;HATTIMIZ RİNG HAT OLUP HASTANEDEN SAAT UYGULAMASI YOKTUR.;ŞEHİR HASTANESİ;BOSTANLI İSKELE;;06:35 - 00:00
3;543;BOSTANLI İSKELE - H.PINAR METRO;BAYRAKLI - ADLİYE - MERSİNLİ;;BOSTANLI İSKELE;HALKAPINAR METRO;06:05 - 00:05;06:10 - 00:05
3;547;ÇİĞLİ AKTARMA MERKEZİ - BOSTANLI İSKELE;ATAŞEHİR MAH.-CAHER DUDAYEV BULV.-ŞEHİTLER BULV;;ÇİĞLİ AKT.;BOSTANLI İSKELE;06:05 - 23:20;06:45 - 00:00
3;550;GÜNALTAY - KONAK;ESERKENT-ZİNCİRLİKUYU-ÜÇYOL;;GÜNALTAY;KONAK;06:00 - 23:24;06:05 - 00:00
3;556;ÇAMLIK - ÜÇYOL METRO;DOSTLUK BULVARI-ZİNCİRLİ KUYU - BOZYAKA EĞT.ARŞ.HAST.;;ÇAMLIK;ÜÇYOL METRO;06:00 - 23:20;06:50 - 00:00
3;587;LİMONTEPE - KONAK;ESKİİZMİR CAD.-SAİM ÇIKRIKÇI CAD.-BOZYAKA EĞT.ARŞ.HAST.;;LİMONTEPE;KONAK;06:00 - 23:15;06:45 - 00:00
3;588;YENİ ÇAMLIK - KONAK;BARIŞ MAHALLESİ-BOZYAKA - KİLİMCİTEPE;;YENİ ÇAMLIK;KONAK;06:00 - 23:15;06:50 - 00:00
3;595;9 EYLÜL MAHALLESI - BOSTANLI İSKELE;KATİP ÇELEBİ ÜNİVERSİTESİ - ATAŞEHİR - ATAKENT;;9 EYLÜL MAH.;BOSTANLI İSKELE;06:20 - 23:00;06:35 - 00:00
3;650;FUAR İZMİR - BALÇOVA;ÇEVRE YOLU-F.ALTAY-ÜÇKUYULAR İSKELE;;FUAR İZMİR;BALÇOVA;08:05 - 18:10;07:30 - 16:15
3;741;YAMANLAR KÖYÜ - KARŞIYAKA;YENİ GİRNE - GİRNE;;YAMANLAR KÖYÜ;KARŞIYAKA İSKELE;06:50 - 16:40;07:30 - 17:35
3;742;SANCAKLI KÖYÜ - KARŞIYAKA;DOĞANÇAY - KUBİLAY CAD. - GİRNE;;SANCAKLI KÖYÜ;KARŞIYAKA İSKELE;06:50 - 16:40;07:30 - 17:35
3;777;DOĞAL YAŞAM PARKI - KARŞIYAKA;ATAKENT;;DOĞAL YAŞAM PARKI;KARŞIYAKA İSKELE;07:30 - 19:35;06:30 - 18:35
3;788;HAVUZBAŞI - BAYINDIR;ARIKBAŞI-ÇİFTÇİGEDİĞİ-KIZILCAOVA;;HAVUZBAŞI;BAYINDIR;06:10 - 17:30;07:25 - 18:45
3;811;ENGELLİLER MERKEZİ - MONTRÖ;MİTHATPAŞA CAD.-İNÖNÜ CAD.-MUSTAFA KEMAL SAHİL BULV.;;ENGELLİLER MERKEZİ;MONTRÖ;07:30 - 19:30;08:15 - 20:30
3;820;HARMANDALI - BOSTANLI İSKELE;Cumhuriyet Mah. - Uğur Mumcu Mah. - Çiğli - Atakent;;HARMANDALI;BOSTANLI İSKELE;06:05 - 23:20;06:15 - 00:10
3;821;MAVİŞEHİR AKTARMA MERKEZİ - BOSTANLI İSKELE;MAVİŞEHİR MAH.-ATAKENT MAH.-HASAN ALİ YÜCEL BUV.;;MAVİŞEHİR AKT.;BOSTANLI İSKELE;06:00 - 23:30;06:25 - 00:05
3;823;ÜÇYOL - GAZİEMİR SEMT GARAJI;BOZYAKA EĞT.ARŞ.HAST.-ESKİİZMİR CAD.-ÇEVRE YOLU;;ÜÇYOL METRO;GAZİEMİR SEMT GARAJI;06:45 - 22:00;06:00 - 21:00
3;827;ULUKENT AKTARMA MERKEZİ - BOSTANLI İSKELE;ULUKENT KOP. - ÇİĞLİ - ATAKENT;;ULUKENT AKT.;BOSTANLI İSKELE;06:00 - 23:35;06:53 - 00:30
3;847;POSTACILAR MAHALLESİ - KARŞIYAKA İSKELE;YENİ GİRNE - GİRNE;;BAYRAKLI EVLERİ;KARŞIYAKA İSKELE;06:00 - 23:25;06:40 - 00:00
3;853;EGEKENT AKTARMA MERKEZİ - KARŞIYAKA İSKELE;ÇİĞLİ - KARŞIYAKA DEVLET HASTANESİ - GİRNE;;EGEKENT AKT.;KARŞIYAKA İSKELE;06:00 - 19:20;06:00 - 20:10
3;879;F.ALTAY - GAZİEMİR SEMT GARAJI;POLAT CAD.- DOSTLUK BULV.-AKTEPE;;F.ALTAY;GAZİEMİR SEMT GARAJI;06:00 - 00:30;06:00 - 00:30
3;887;SARNIÇ AKTARMA MERKEZİ - KONAK;AKÇAY CAD. - YEŞİLLİK CAD. - ÜÇYOL;;SARNIÇ AKT.;KONAK;06:05 - 23:15;06:15 - 00:00
3;910;GAZİEMİR - KONAK;KARABAĞLAR-ÜÇYOL-VARYANT;;GAZİEMİR;KONAK;00:15 - 04:00;01:00 - 05:00
3;920;ÇİĞLİ - KONAK;ANADOLUCAD.-SERİNKUYU-GİRNE-ALTINYOL;;ÇİĞLİ MERKEZ;KONAK;00:00 - 04:00;01:00 - 05:00
3;930;BORNOVA - KONAK;Manavkuyu-Adliye-Alsancak;;BORNOVA;KONAK;00:25 - 05:35;01:00 - 05:00
3;940;BUCA - KONAK;BUCA DEVL. HASTANESI.-MENDERES CD.-EŞREFPAŞA-VARYANT-İKİÇEŞMELİK;;BUCA;KONAK;00:25 - 04:00;01:00 - 05:00
3;945;ESENTEPE - ÜÇKUYULAR İSKELE;MEHMETÇİK BULV.;;ESENTEPE;ÜÇKUYULAR İSKELE;06:00 - 23:30;06:30 - 00:00
3;950;NARLIDERE - KONAK;ATA CAD.-F.ALTAY-INÖNÜ CAD.;;NARLIDERE;KONAK;00:10 - 04:00;01:00 - 05:00
3;951;HALKAPINAR METRO2-KONAK;ALSANCAK GAR - LOZAN MEYDANI - KAHRAMANLAR;;HALKAPINAR METRO2;KONAK;06:05 - 19:30;06:55 - 20:30
3;977;İZMİR DEMOKRASİ ÜNİVERSİTESİ - ÜÇKUYULAR İSKELE;F.ALTAY-ÇEVRE YOLU-UZUNDERE KAVŞAĞI;;DEMOKRASİ ÜNİVERSİTESİ;ÜÇKUYULAR İSKELE;07:30 - 19:00;06:50 - 18:20
4;200;MAVİŞEHİR AKTARMA MERKEZİ - HAVALİMANI;KARŞIYAKA - YEŞİLDERE - GAZİEMİR;;MAVİŞEHİR AKT.;HAVALİMANI;00:20 - 04:20;05:20 - 03:20
4;202;CUMHURİYET MEYDANI - HAVALİMANI;MUSTAFA KEMAL SAHİL BULV.-F. ALTAY-ÇEVRE YOLU;;CUMHURİYET MEYDANI;HAVALİMANI;00:00 - 04:00;01:00 - 05:00
4;204;BORNOVA METRO - HAVALİMANI;OTOGAR-ÇEVRE YOLU-AKÇAY CAD.;;BORNOVA METRO;HAVALİMANI;05:40 - 04:40;05:40 - 03:40
4;206;ŞİRİNYER AKTARMA MERKEZİ - HAVALİMANI;;;ŞİRINYER AKTARMA MERKEZİ;HAVALİMANI;00:30 - 04:30;05:30 - 03:30
5;54;OTOGAR - KEMER AKTARMA MERKEZİ;YEŞİLOVA - MERSİNLİ - YENİŞEHİR HASTANELER;;OTOGAR;KEMER AKT.;06:00 - 19:22;06:51 - 20:13
5;60;PINARBAŞI - KEMER AKTARMA MERKEZİ;5. SANAYİ - KEMALPAŞA CAD. - YENİŞEHİR HASTANELER;;PINARBAŞI;KEMER AKT.;06:10 - 20:20;06:18 - 20:50
5;64;AYAKKABICILAR SİT. - KEMER AKTARMA MERKEZİ;IŞIKKENT - KEMALPAŞA CAD. - YENİŞEHİR HASTANELER;;AYAKKABICILAR SİTESİ;KEMER AKT.;06:00 - 20:00;06:22 - 20:25
5;117;KAVAKLIDERE - KEMER AKTARMA MERKEZİ;5.SANAYİ SİTESİ- ALTINDAĞ - YENİŞEHİR HASTANELER;;KAVAKLIDERE;KEMER AKT.;06:20 - 20:05;06:20 - 21:10
5;204;BORNOVA METRO - HAVALİMANI;OTOGAR-ÇEVRE YOLU-AKÇAY CAD.;;BORNOVA METRO;HAVALİMANI;05:40 - 04:40;05:40 - 03:40
5;277;OTOGAR - TINAZTEPE;HAYVAN BARINAĞI - GÖKDERE - YENİ KABRİSTAN;;OTOGAR;TINAZTEPE;06:00 - 23:30;06:00 - 23:30
5;302;OTOGAR - KONAK;KEMALPAŞA CAD. - YENİŞEHİR HASTANELER - GAZİ BULV.;;OTOGAR;KONAK;06:05 - 23:20;06:10 - 00:00
5;364;GERİKAZANIMCILAR SİTESİ - HALKAPINAR METRO;KARA NAKLİYECİLER SİTESİ - OTOGAR - KAMİL TUNCA;;GERİKAZANIMCILAR SİTESİ;HALKAPINAR METRO;07:00 - 19:40;06:30 - 19:30
5;367;ÜMİT MAH. - KEMER AKTARMA MERKEZİ;ÜMIT MH.-DOĞANLAR MH.-MEVLANA MH.-YENIŞEHIR HASTANELER;;ÜMİT MAH.;KEMER AKT.;06:50 - 17:15;07:45 - 18:30
5;505;ÇAMKULE - BORNOVA METRO;ALTINDAĞ - OTOGAR - BORNOVA ANADOLU LİSESİ;;ÇAMKULE;BORNOVA METRO;06:00 - 23:20;06:35 - 00:00
5;555;OTOGAR - HALKAPINAR METRO;YEŞİLOVA - MERSİNLİ;;OTOGAR;HALKAPINAR METRO;06:00 - 00:10;06:43 - 00:50
5;560;PINARBAŞI - HALKAPINAR METRO;5.SANAYİ - OTOGAR - KAMİL TUNCA;;PINARBAŞI;HALKAPINAR METRO;06:00 - 00:10;06:20 - 00:50
5;564;AYAKKABICILAR SİTESİ - HALKAPINAR METRO;IŞIKKENT - OTOGAR - KAMİL TUNCA;;AYAKKABICILAR SİTESİ;HALKAPINAR METRO;06:00 - 23:20;06:15 - 00:00
5;602;MENEMEN AKTARMA - İZMİR OTOGAR ;ANADOLU CD. - PARK BORNOVA  ;ESHOT otogar son durağını kullanmaktadır.;MENEMEN AKTARMA;İZMİR OTOGAR;05:25 - 23:35;06:40 - 01:00
5;608;EGEKENT 2 - İZMİR OTOGAR ;HARMANDALI - ANADOLU CD. - PARK BORNOVA ;;EGEKENT 2;İZMİR OTOGAR;05:40 - 22:35;06:50 - 00:10
5;660;YENİ FOÇA - İZMİR OTOGAR;KARAGÖZ CADDESİ-ANADOLU CADDESİ-ANKARA CADDESİ;;YENİ FOÇA;OTOGAR;05:00 - 22:40;06:45 - 00:20
5;697;BEYDAĞ - İZMİR OTOGAR;KAYMAKÇI-OPTİMUM ALIŞVERİŞ MERKEZİ;Hattımız İztaşıt Tarafından işletilmektedir. ESHOT otogar son durağını kullanmaktadır.;BEYDAĞ;İZMİR OTOGAR;07:15 - 11:30;11:15 - 17:00
5;806;KİRAZ - OTOGAR;Kiraz Terminal-Kaymakçı-Optimum Alışveriş Merkezi;Hattımız İztaşıt Tarafından işletilmektedir. ESHOT otogar son durağını kullanmaktadır.;KİRAZ;OTOGAR;06:15 - 10:30;12:15 - 17:30
5;858;BAYINDIR - İZMİR OTOGAR;ÇIRPI-HASKÖY-YENİ ÇİFTLİK;;BAYINDIR;İZMİR OTOGAR;06:30 - 11:30;09:30 - 16:30
