BAGLANTI_TIP_ID;HAT_NO;HAT_ADI;GUZERGAH_ACIKLAMA;ACIKLAMA;HAT_BASLANGIC;HAT_BITIS;GIDIS_CALISMA_SAATI;DONUS_CALISMA_SAATI
2;744;FOÇA - HATUNDERE AKTARMA MERKEZİ;BAĞARASI;İLÇE PAZARININ OLDUĞU SALI GÜNLERİ  GİDİŞ  DEĞİRMENLİK CADDESİ , HACI LİMANI KÜME EVLERİ SOKAK - MEVCUT GÜZERGAHIN DEVAMI  DÖNÜŞ  MEVCUT GÜZERGAHI TAKİBEN , HACI LİMANI KÜME EVLERİ SOKAK , DEĞİRMENLİK CADDESİ ,1. SOKAK , DEĞİRMENLİK CADDESİ   Hizmet verecek  şekilde yeniden düzenlenmiştir. Hattımız Aktarma Merkezinden Kalkışlarda İZBAN Geliş saatlerine göre hareket ettiğinden planlanan hareket saatlerinde gecikmeler yaşanabilmektedir.;FOÇA;HATUNDERE AKT.;05:45 - 23:55;06:40 - 01:15
2;745;YENİ FOÇA - BİÇEROVA AKTARMA MERKEZİ;CUMHURİYET MAH.;Çarşamba günleri Pazar kurulması nedeniyle Oruç Reis, Doğan Çingil ve Osmangazi duraklarımız kullanım dışı kalmaktadır. Hattımız Aktarma Merkezinden Kalkışlarda İZBAN Geliş saatlerine göre hareket ettiğinden planlanan hareket saatlerinde gecikmeler yaşanabilmektedir.;YENİFOÇA;BİÇEROVA AKT.;05:55 - 00:00;06:40 - 00:50
2;746;ÇAKMAKLI - BİÇEROVA AKTARMA MERKEZİ;Sanayi yolu;;ÇAKMAKLI;BİÇEROVA AKTARMA MERKEZİ;06:25 - 18:50;07:05 - 19:30
2;747;EMİRALEM - MENEMEN AKTARMA MERKEZİ;KIR MAHALLE - MENEMEN DEVLET HASTANESİ;;EMİRALEM;MENEMEN AKTARMA MERKEZİ;06:00 - 21:00;06:40 - 21:40
2;748;ULUKENT AKTARMA MERKEZİ 1- MENEMEN AKTARMA MERKEZİ ;KOYUNDERE - ASARLIK - MENEMEN DEVLET HASTANESİ;;ULUKENT AKTARMA MERKEZİ;MENEMEN AKTARMA MERKEZİ;06:00 - 23:30;06:00 - 00:00
2;749;ULUKENT AKTARMA MERKEZİ 1 - MENEMEN AKTARMA MERKEZİ;ÇANAKKALE YOLU;;ULUKENT AKTARMA MERKEZİ;MENEMEN AKTARMA MERKEZİ;06:05 - 22:00;06:05 - 23:15
2;750;YENİ FOÇA - ULUKENT AKTARMA MERKEZİ 2;MALTEPE - SEYREK;;YENİ FOÇA;ULUKENT AKTARMA MERKEZİ;05:50 - 00:10;06:05 - 00:10
2;751;SASALI - ÇİĞLİ AKTARMA MERKEZİ;ESKİ HAVAALANI CAD.;Hafta içi günlerinde Çiğliden 06:44 Sasalı'dan 07:30 yapan araç ile Çiğliden 16:30 Sasalı'dan 17:15 yapan araçlar Tuzlaya uğrar. Akşam Çiğli'den 19:45 ve Sasalı'dan 19:40 servislerinden sonra Doğal Yaşam Parkına girmez.;SASALI;ÇİĞLİ AKT.;06:00 - 23:25;06:25 - 00:00
2;752;BURUNCUK - HATUNDERE AKTARMA MERKEZİ;TURKELLİ - HELVACI ? HATUNDERE;;BURUNCUK;HATUNDERE AKTARMA MERKEZİ;06:00 - 22:40;06:30 - 23:05
2;753;GÖKTEPE - MENEMEN AKTARMA MERKEZİ;EMİRALEM;;GÖKTEPE;MENEMEN AKTARMA MERKEZİ;06:30 - 18:00;07:10 - 18:50
2;754;BOZALAN - MENEMEN AKTARMA MERKEZİ;TELEKLER - SÜLEYMANLI ? EMİRALEM;;BOZALAN;MENEMEN AKTARMA MERKEZİ;06:35 - 19:00;07:35 - 18:05
2;755;SÜLEYMANLI - MENEMEN AKTARMA MERKEZİ;GÖRECE - BELEN - HAYKIRAN ? HASANLAR;;SÜLEYMANLI;MENEMEN AKTARMA MERKEZİ;06:00 - 20:15;06:45 - 21:00
2;756;KOZBEYLİ - MENEMEN AKTARMA ;YENIKÖY-GERENKÖY-MALTEPE;;KOZBEYLİ;MENEMEN AKTARMA;05:55 - 21:10;06:00 - 21:10
2;757;MALTEPE - ULUKENT AKTARMA MERKEZİ 2;SEYREK - VİLLAKENT;HAFTA İÇİ GÜNLERİ ULUKENT AKTARMA MERKEZİNDEN 08:20 SERVİSİ VİLLAKENT ANADOLU LİSESİNDE SON DURAK YAPAR. MALTEPE'DEN 16:05 VE 16:08 SERVİSLERİ VİLLAKENT ANADOLU LİSESİNDEN BAŞLAR.;MALTEPE;ULUKENT AKTARMA MERKEZİ;05:50 - 23:45;06:25 - 00:40
2;758;ÇUKURKÖY - MENEMEN AKTARMA MERKEZİ;BELEN- DOĞAKÖY- YANIKKÖY;;ÇUKURKÖY;MENEMEN AKTARMA MERKEZİ;06:35 - 18:30;07:35 - 17:35
2;759;KARAORMAN - MENEMEN AKTARMA MERKEZİ;ÇALTI ALANİÇİ-AYVACIK;;KARAORMAN;MENEMEN AKTARMA MERKEZİ;06:30 - 17:25;07:30 - 18:30
2;763;DÜVERLİK - TORBALI;Çamlıca Mezarlık-Taştepe;;DÜVERLİK;TORBALI;06:35 - 19:35;07:25 - 18:25
2;770;SELÇUK - TORBALI AKTARMA MERKEZİ;ÇAYBAŞI - PAMUKYAZI - SAĞLIK;Pazar günleri Pazar kurulması nedeniyle hattımız Belevi Durağı'ndan dönüş yapmaktadır.;SELÇUK;TORBALI AKTARMA;06:45 - 22:00;05:55 - 20:50
2;775;ÖZDERE - CUMAOVASI AKTARMA MERKEZİ;ORTAMAHALLE - AHMETBEYLİ-MENDERES;;ÖZDERE;CUMAOVASI AKT.;05:50 - 00:00;06:10 - 00:00
2;776;DOĞANBEY - CUMAOVASI AKTARMA MERKEZİ;ÜRKMEZ-GÜMÜLDÜR;;DOĞANBEY;CUMAOVASI AKT.;05:50 - 00:00;06:00 - 00:00
2;780;BÜLBÜLDERE - TORBALI AKTARMA MERKEZİ;GÖLLÜCE-ATALAN;;BÜLBÜLDERE;TORBALI AKTARMA;07:00 - 18:25;08:00 - 17:30
2;781;TULUMKÖY - TORBALI AKTARMA MERKEZİ;NAİME-SUBAŞI-PAMUKYAZI;;TULUMKÖY;TORBALI AKTARMA;06:35 - 18:55;07:10 - 19:40
2;782;TAŞKESİK - TORBALI AKTARMA MERKEZİ;ASLANLAR - ŞEHİTLER-EĞERCİ;;TAŞKESİK;TORBALI AKTARMA;06:40 - 19:40;05:50 - 18:40
2;783;BELEVİ - TORBALI;SAĞLIK;;BELEVİ;TORBALI;05:55 - 19:25;07:05 - 18:10
2;784;DOĞANCILAR - TORBALI;DAĞKIZILCA-ÇAKIRBEYLİ-SAİPLER;;DOĞANCILAR;ÇAYBAŞI;06:45 - 19:50;06:00 - 18:35
2;785;DAĞTEKKE - TORBALI;HELVACI-ORMANKÖY-DİRMİL-KARAKUYU;;DAĞTEKKE;ÇAYBAŞI;06:25 - 19:30;07:30 - 18:30
2;786;KARAOT - TORBALI;KARAKIZLAR - DÜVERLİK - ÇAMLICA;;KARAOT;ÇAYBAŞI;06:35 - 19:30;07:35 - 18:30
2;789;EFEMÇUKURU - CUMAOVASI AKTARMA MERKEZİ;ÇATALCA-AKÇAKÖY;;EFEMÇUKURU;CUMAOVASI AKT.;06:35 - 20:45;07:40 - 19:30
2;792;GÖLOVA - CUMAOVASI AKTARMA MERKEZİ;ÇAKALTEPE-KARAKUYU-ÇİLEME;;GÖLOVA;CUMAOVASI AKT.;06:25 - 16:00;08:05 - 17:35
2;794;KÜNER - CUMAOVASI AKTARMA MERKEZİ;KAYMAKAMLIK - MENDERES PAZAR YERİ;;KÜNER;CUMAOVASI AKTARMA MERKEZİ;06:00 - 18:40;06:30 - 19:10
2;795;ÖDEMİŞ-TORBALI;BAYINDIR-CANLI-ARIKBAŞI;;ÖDEMİŞ;ÇAYBAŞI;05:30 - 21:50;05:55 - 23:30
2;798;TİRE-TORBALI AKTARMA MERKEZİ;YENİÇİFTLİK-SUBAŞI-ÇAYBAŞI;"Hafta içi günlerde; Tire'den 08:30, 11:45 ve 14:45 servisleri, Torbalı'dan 09:15, 13:20 ve 16:05 servisleri Tire Organize Sanayi Bölgesine uğrar.";TİRE;TORBALI AKTARMA;05:40 - 22:10;06:00 - 23:30
2;799;ÇATALCA - CUMAOVASI AKTARMA;AKÇAKÖY - MENDERES BELEDİYESİ;;ÇATALCA;CUMAOVASI AKTARMA;06:35 - 18:50;07:15 - 19:45
2;800;MENEMEN AKTARMA - BORNOVA METRO;ANADOLU CD. - ANKARA CD. YANYOL - EGE ÜNİ.;;MENEMEN AKTARMA;BORNOVA METRO;05:00 - 00:00;06:00 - 01:15
2;804;DEREKÖY - CUMAOVASI AKTARMA MERKEZI;MENDERES BELEDİYESİ - MENDERES PAZARYERİ;;DEREKÖY;CUMAOVASI AKT.;05:25 - 23:10;06:00 - 23:45
2;805;ÇAMLIKULE - ŞİRİNYER AKTARMA MERKEZİ;ÇAMLIPINAR - ÜÇKUYULAR MEYDAN - MENDERES CAD.;;ÇAMLIKULE;ŞİRİNYER AKT.;06:00 - 23:45;06:40 - 00:30
2;806;KİRAZ - OTOGAR;Kiraz Terminal-Kaymakçı-Optimum Alışveriş Merkezi;Hattımız İztaşıt Tarafından işletilmektedir. ESHOT otogar son durağını kullanmaktadır.;KİRAZ;OTOGAR;06:15 - 10:30;12:15 - 17:30
2;808;CUMAOVASI AKTARMA MERKEZİ - ESBAŞ AKTARMA MERKEZİ;GÖRECE;;CUMAOVASI AKT.;ESBAŞ AKT;05:25 - 01:00;06:00 - 00:15
2;810;ATATÜRK MAHALLESİ - EGEKENT AKTARMA MERKEZİ;EVKA 5;Olumsuz hava koşullarında Doğan, Gezer, Zirve ve İzkent Son Durak durakları kullanılmayacaktır.;ATATÜRK MAH.;EGEKENT AKT.;06:00 - 18:55;06:25 - 19:20
2;814;MENDERES - CUMAOVASI AKTARMA MERKEZİ;GAZİPAŞA MAHALLESİ;;MENDERES;CUMAOVASI AKT.;05:50 - 18:30;06:40 - 19:15
2;816;ÇİĞLİ BÖLGE EĞİTİM HASTANESİ - EGEKENT AKTARMA MERKEZİ;ÇİĞLİ BÖLGE EĞİTİM HASTANESİ-EGEKENT MAH.-İZKENT MAH.-ESENTEPE MAH.;Olumsuz hava koşullarında Doğan, Gezer, Zirve ve İzkent Son Durak durakları kullanılmayacaktır.;ÇİĞLİ BÖLGE EĞİTİM HASTANESİ;EGEKENT AKTARMA MERKEZİ;06:00 - 19:05;06:40 - 18:05
2;817;EGEKENT AKTARMA MERKEZİ - ÇİĞLİ AKTARMA MERKEZİ;KATİP ÇELEBİ ÜNİVERSİTESİ - BALATÇIK MAH. - ÇİĞLİ BÖLGE EĞİTİM HASTANESİ;Eğitim Öğretimin uygulandığı Hafta içi günlerinde Egekent Aktarma Merkezi ve Çiğli Aktarma Merkezinden 07:30 - 09:00 ve 14:40 - 16:00 saatleri arasında Tekel Ortaokuluna uğrar. ;EGEKENT AKT.;ÇİĞLİ AKT.;06:15 - 23:05;06:20 - 23:25
2;818;ESBAŞ AKTARMA MERKEZİ - ŞİRİNYER AKTARMA MERKEZİ;BEYAZEVLER-GAZETECİ YAZAR İSMAİL SİVRİ BULV.-FORBES;;ESBAŞ AKT;ŞİRİNYER AKT.;06:00 - 00:00;06:00 - 00:00
2;820;HARMANDALI - BOSTANLI İSKELE;Cumhuriyet Mah. - Uğur Mumcu Mah. - Çiğli - Atakent;;HARMANDALI;BOSTANLI İSKELE;06:05 - 23:20;06:15 - 00:10
2;821;MAVİŞEHİR AKTARMA MERKEZİ - BOSTANLI İSKELE;MAVİŞEHİR MAH.-ATAKENT MAH.-HASAN ALİ YÜCEL BUV.;;MAVİŞEHİR AKT.;BOSTANLI İSKELE;06:00 - 23:30;06:25 - 00:05
2;823;ÜÇYOL - GAZİEMİR SEMT GARAJI;BOZYAKA EĞT.ARŞ.HAST.-ESKİİZMİR CAD.-ÇEVRE YOLU;;ÜÇYOL METRO;GAZİEMİR SEMT GARAJI;06:45 - 22:00;06:00 - 21:00
2;826;GAZİ MAHALLESI - ULUKENT AKTARMA MERKEZİ 1;EGEKENT 2 İSTASYON;;GAZİ MAHALLESI;ULUKENT AKTARMA MERKEZİ;06:00 - 00:10;06:35 - 00:55
2;827;ULUKENT AKTARMA MERKEZİ - BOSTANLI İSKELE;ULUKENT KOP. - ÇİĞLİ - ATAKENT;;ULUKENT AKT.;BOSTANLI İSKELE;06:00 - 23:35;06:53 - 00:30
2;828;SARNIÇ - YENİ ÇAMLIK;GAZİEMİR- AKÇAY CAD.- SERBEST BÖLGE;;SARNIÇ;YENİ ÇAMLIK;06:00 - 22:45;06:00 - 00:00
2;829;ÜRKMEZ-CUMAOVASI AKTARMA;KUYUCAK - YENİKÖY - DEREKÖY;;ÜRKMEZ;CUMAOVASI AKTARMA;06:00 - 21:00;06:20 - 22:30
2;834;YENİ MAHALLE - ALİAĞA AKTARMA MERKEZİ;PAZAR YERİ - ALİAĞA DEVLET HAST. - İLÇE MERKEZİ;;YENİ MAHALLE;ALİAĞA AKTARMA MERKEZİ;06:00 - 19:50;06:45 - 20:30
2;835;BERGAMA - ALİAĞA AKTARMA MERKEZİ;KURFALLI-YENİ ŞAKRAN-ÇALTIDERE;Bergama İlçe Pazarının Olduğu Çarşamba Günleri Dönüş- Mevcut Güzergahı Takiben, Adnan Menderes Bulvarı, Kavşaktan Dönüş, Adnan Menderes Bulvarı, Fabrika Caddesi, Bergama Yeni Sondurak Gidiş- Bergama Yeni Sondurak, Fabrika Caddesi, Adnan Menderes Bulvarı, Mevcut Güzergahı Devamı Hizmet Verecek Şekilde Yeniden Düzenlenmiştir. Hattımız Aktarma Merkezinden Kalkışlarda İZBAN Geliş saatlerine göre hareket ettiğinden planlanan hareket saatlerinde gecikmeler yaşanabilmektedir.;BERGAMA;ALİAĞA;05:40 - 22:40;06:00 - 23:40
2;837;DİKİLİ-ALİAĞA AKTARMA MERKEZİ;ÇANDARLI-YENİ ŞAKRAN-ÇALTIDERE;HAFTAİÇİ DİKİLİ'DEN 05:30 - 06:35 - 07:20 - 08:05 - 08:45 - 12:40 - 15:20- 16:00 - 16:45 -  19:20'DE, ALİAĞA'DAN 06:45 - 07:10 -  08:23 - 12:23 - 13:40 - 15:11 -  16:23  - 17:40 - 18:23- 19:11 - 21:10 DA KALKAN ARAÇLAR, CUMARTESİ DİKİLİ'DEN 05:40 - 07:20 - 13:30 - 18:45'DE, ALİAĞA'DAN 07:10 - 12:50- 19:25 - 20:25'DE KALKAN ARAÇLAR, PAZAR DİKİLİ'DEN 05:40'DA KALKAN ARAÇ DELİKTAŞ'A UĞRAR. HATTIMIZ AKTARMA MERKEZİNDEN KALKIŞLARDA İZBAN GELİŞ SAATLERİNE GÖRE HAREKET ETTİĞİNDEN PLANLANAN HAREKET SAATLERİNDE GECİKMELER YAŞANABİLMEKTEDİR.;DİKİLİ;ALİAĞA;05:30 - 22:50;06:00 - 22:25
2;838;ŞİRİNYER AKTARMA MERKEZİ - GÜMRÜK;GÜVEN MAH. -  GÜRÇEŞME CAD.-BASMANE;Hafta içi günleri Şirinyer Aktarma Merkezi'nden 07.30, 07.42, 07.54, 08.02 ve 08.16 servisleri Çamlık Cami Durağı'ndan başlar.;ŞİRİNYER AKT.;GÜMRÜK;06:00 - 23:20;06:35 - 00:00
2;847;POSTACILAR MAHALLESİ - KARŞIYAKA İSKELE;YENİ GİRNE - GİRNE;;BAYRAKLI EVLERİ;KARŞIYAKA İSKELE;06:00 - 23:25;06:40 - 00:00
2;848;KOYUNDERE - ULUKENT AKTARMA MERKEZİ 1;KOYUNDERE - EGEKENT 2 İSTASYON;;KOYUNDERE;ULUKENT AKTARMA MERKEZİ;06:00 - 00:25;06:35 - 00:50
2;849;YENİ ŞAKRAN MAHALLESİ - ALİAĞA AKTARMA;ŞAKRAN CEZAEVİ-ÇALTILIDERE- ALİAĞA İLÇE AKTARMA MERKEZİ;;YENİ ŞAKRAN MAHALLESİ;ALİAĞA AKTARMA;06:35 - 19:35;06:00 - 18:50
2;850;TUZÇULLU -SEYREK - ULUKENT AKTARMA MERKEZİ 2;GÜNERLİ ? SEYREK ? BAKIRÇAY ÜNİVERSİTESİ ;;TUZCULLU;ULUKENT AKTARMA MERKEZİ;05:55 - 19:15;06:30 - 20:00
2;853;EGEKENT AKTARMA MERKEZİ - KARŞIYAKA İSKELE;ÇİĞLİ - KARŞIYAKA DEVLET HASTANESİ - GİRNE;;EGEKENT AKT.;KARŞIYAKA İSKELE;06:00 - 19:20;06:00 - 20:10
2;858;BAYINDIR - İZMİR OTOGAR;ÇIRPI-HASKÖY-YENİ ÇİFTLİK;;BAYINDIR;İZMİR OTOGAR;06:30 - 11:30;09:30 - 16:30
2;866;BUCA TOPLU KONUTLARI - ŞİRİNYER AKTARMA MERKEZİ;İL JANDARMA K.-ADATEPE - FORBES;;BUCA TOPLU KONUTLARI;ŞİRİNYER AKT.;06:00 - 23:45;06:35 - 00:30
2;868;MENEMEN PLASTİK İHTİSAS ORGANİZE SANAYİ - ATATÜRK MAHALLESİ - MENEMEN AKTARMA MERKEZİ;MENEMEN PLASTİK OSB-ATATÜRK MAH.;;ORGANİZE SANAYİ;MENEMEN AKTARMA MERKEZİ;06:00 - 23:20;06:40 - 00:00
2;871;İŞÇİEVLERİ - ŞİRİNYER AKTARMA MERKEZİ;FEVZİ ÇAKMAK CAD.-MENDERES CAD.;;İŞÇİEVLERİ;ŞİRİNYER AKT.;06:00 - 19:30;06:35 - 20:00
2;874;İZKENT - ŞİRİNYER AKTARMA MERKEZİ;YAVUZ SULTAN SELİM CAD.-MENDERES CAD.;;İZKENT;ŞİRİNYER AKT.;06:00 - 21:40;06:35 - 22:20
2;875;EVKA 1 - ŞİRİNYER AKTARMA MERKEZİ;GAZİOSMANPAŞA CAD.-MENDERES CAD.;;EVKA-1;ŞİRİNYER AKT.;05:50 - 22:25;06:36 - 23:10
2;876;ŞİRİNKAPI - ŞİRİNYER AKTARMA MERKEZİ;İESOB EML-MENDERES CAD.;;ŞİRİNKAPI;ŞİRİNYER AKT.;06:00 - 23:30;06:25 - 00:00
2;877;UZUNDERE TOPLU KONUTLARI - GAZİEMİR SEMT GARAJI;CENNETÇEŞME-ESKİ İZMİR CAD.-ÇEVRE YOLU;;UZUNDERE TOPLU KONUTLARI;GAZİEMİR SEMT GARAJI;06:10 - 20:10;07:10 - 21:10
2;878;TINAZTEPE - ŞİRİNYER AKTARMA MERKEZİ;DOKUZ ÇEŞMELER - SEYFİ DEMİRSOY HASTANESİ - FORBES;SAAT 22:00'DEN SONRA TINAZTEPE YERLEŞKESİ İÇERİSİNE HİZMET VERMEYECEKTİR;TINAZTEPE;ŞİRİNYER AKT.;06:00 - 23:30;06:40 - 00:00
2;879;F.ALTAY - GAZİEMİR SEMT GARAJI;POLAT CAD.- DOSTLUK BULV.-AKTEPE;;F.ALTAY;GAZİEMİR SEMT GARAJI;06:00 - 00:30;06:00 - 00:30
2;887;SARNIÇ AKTARMA MERKEZİ - KONAK;AKÇAY CAD. - YEŞİLLİK CAD. - ÜÇYOL;;SARNIÇ AKT.;KONAK;06:05 - 23:15;06:15 - 00:00
2;889;SARNIÇ - SARNIÇ AKTARMA MERKEZİ;SARNIÇ MEYDAN-BELEDİYE GARAJI-PİKNİK ALANI;;SARNIÇ;SARNIÇ AKT.;05:45 - 00:20;06:05 - 00:40
2;891;EVKA 7 - GAZİEMİR SEMT GARAJI;ÖNDER CAD.-AKÇAY CAD.-SERBEST BÖLGE;;EVKA-7;GAZİEMİR SEMT GARAJI;05:55 - 23:30;06:35 - 00:00
2;910;GAZİEMİR - KONAK;KARABAĞLAR-ÜÇYOL-VARYANT;;GAZİEMİR;KONAK;00:15 - 04:00;01:00 - 05:00
2;912;EGEKENT AKTARMA MERKEZİ - ALSANCAK GAR;ANADOLU CAD.-ALTINYOL;;EGEKENT AKTARMA;ALSANCAK GAR;06:00 - 23:40;06:15 - 00:20
2;920;ÇİĞLİ - KONAK;ANADOLUCAD.-SERİNKUYU-GİRNE-ALTINYOL;;ÇİĞLİ MERKEZ;KONAK;00:00 - 04:00;01:00 - 05:00
2;930;BORNOVA - KONAK;Manavkuyu-Adliye-Alsancak;;BORNOVA;KONAK;00:25 - 05:35;01:00 - 05:00
2;936;KINIK - ALİAĞA AKTARMA MERKEZİ;Dündarlı - Yayakent - Bergama;;KINIK;ALİAĞA;05:40 - 16:00;08:15 - 18:35
2;940;BUCA - KONAK;BUCA DEVL. HASTANESI.-MENDERES CD.-EŞREFPAŞA-VARYANT-İKİÇEŞMELİK;;BUCA;KONAK;00:25 - 04:00;01:00 - 05:00
2;951;HALKAPINAR METRO2-KONAK;ALSANCAK GAR - LOZAN MEYDANI - KAHRAMANLAR;;HALKAPINAR METRO2;KONAK;06:05 - 19:30;06:55 - 20:30
2;963;EVKA 3 METRO - ALSANCAK GAR;BORNOVA MERKEZ - MANAVKUYU;;EVKA 3 METRO;ALSANCAK GAR;06:00 - 23:45;06:35 - 00:20
3;5;NARLIDERE - ÜÇKUYULAR İSKELE;MİTHAT PAŞA CAD. - 9 EYLÜL HASTANESİ-F.ALTAY AKT.;;NARLIDERE;ÜÇKUYULAR İSKELE;06:00 - 23:00;06:40 - 23:40
3;6;ARIKENT - ÜÇKUYULAR İSK.;MİTHAT PAŞA CAD. - 9 EYLÜL HASTANESİ;;ARIKENT;ÜÇKUYULAR İSKELE;05:50 - 23:20;06:30 - 00:00
3;7;SAHİLEVLERİ - ÜÇKUYULAR İSK.;MİTHAT PAŞA CAD. - 9 EYLÜL HASTANESİ;;SAHİLEVLERİ;ÜÇKUYULAR İSKELE;06:00 - 23:35;06:45 - 00:20
3;10;ÜÇKUYULAR İSKELE - KONAK;MİTHATPAŞA CAD.-ASANSÖR-KARATAŞ;;ÜÇKUYULAR İSKELE;KONAK;06:00 - 23:25;06:00 - 00:00
3;15;İNÖNÜ - KONAK;ÇANKAYA MAH.-NOKTA-İNÖNÜ CAD.;;İNÖNÜ MAH.;KONAK;06:00 - 23:30;06:20 - 00:00
3;18;YEŞİLYURT - KONAK;ATATÜRK EĞT.ARŞ.HAST.-ORDU CAD.- VARYANT;HATTIMIZ RİNG HAT OLUP KONAKTAN SAAT UYGULAMASI YOKTUR;YEŞİLYURT;KONAK;06:05 - 23:20;
3;19;ŞEHİTLER - KONAK;BASIN SİTESİ-ATATÜRK EĞT. ARŞ.HAST.- ÜÇYOL;HATTIMIZ RİNG HAT OLUP KONAKTAN SAAT UYGULAMASI YOKTUR;ŞEHİTLER;KONAK;06:00 - 23:25;
3;20;KOOPERATİF EVLERİ - KONAK;SAİM ÇIKRIKÇI CAD.-BOZYAKA EĞT. ARŞ.HAST.-ÜÇYOL;HATTIMIZ RİNG HAT OLUP KONAKTAN SAAT UYGULAMASI YOKTUR;KOOP. EVLERİ;KONAK;06:00 - 23:20;
3;21;HALİL RIFAT PAŞA - KONAK;ŞATO;HATTIMIZ RİNG HAT OLUP HALİL RIFAT PAŞA'DAN SAAT UYGULAMASI YOKTUR.;HALİL RIFAT PAŞA;KONAK;;06:00 - 00:00
3;23;UZUNDERE - KONAK;ESKİİZMİR CAD.-EŞREFPAŞA-VARYANT;HATTIMIZ RİNG HAT OLUP KONAKTAN SAAT UYGULAMASI YOKTUR;UZUNDERE;KONAK;06:00 - 23:20;
3;24;KAVACIK - ÜÇKUYULAR İSKELE;TIRAZLI-LİMONTEPE KAVŞAĞI-ÇEVRE YOLU;;KAVACIK;ÜÇKUYULAR İSKELE;07:30 - 19:00;06:30 - 18:00
3;25;OYUNLAR KÖYÜ - ÜÇKUYULAR İSKELE;ÇEVRE YOLU-LİMONTEPE KAVŞAĞI;;OYUNLAR KÖYÜ;ÜÇKUYULAR İSKELE;06:00 - 23:30;06:30 - 00:00
3;27;ÇAMLIK - KONAK;KARABAĞLAR-EŞREFPAŞA-VARYANT;HATTIMIZ RİNG HAT OLUP KONAKTAN SAAT UYGULAMASI YOKTUR;ÇAMLIK;KONAK;06:00 - 23:20;
3;29;KADRİYE MAH. - KONAK;EŞREFPAŞA-VARYANT;;KADRİYE MAH.;KONAK;06:00 - 23:30;06:26 - 00:00
3;30;KAYNAK - KONAK;HASAN ÖZDEMİR MAH.- EŞREFPAŞA -VARYANT;;KAYNAK;KONAK;06:00 - 23:35;06:22 - 00:00
3;32;ÇİMENTEPE SİTESİ - KONAK;EŞREFPAŞA-VARYANT;;ÇİMENTEPE SİTESİ;KONAK;06:35 - 21:10;06:55 - 21:45
3;33;KADİFEKALE - KONAK;EŞREFPAŞA-VARYANT;;KADİFEKALE;KONAK;06:00 - 23:35;06:30 - 00:00
3;35;BALLIKUYU - KONAK;KAPILAR - BASMANE;;BALLIKUYU;KONAK;06:00 - 23:15;06:25 - 00:00
3;72;İŞÇİEVLERİ - KONAK;ŞİRİNYER - EŞREFPAŞA - İKİÇEŞMELİK;HATTIMIZ RİNG HAT OLUP KONAKTAN SAAT UYGULAMASI YOKTUR;İŞÇİEVLERİ;KONAK;06:05 - 23:20;
3;104;BUCA TOPLU KONUTLARI - KONAK;DOKUZ ÇEŞMELER - ŞİRİNYER - İKİÇEŞMELİK;HATTIMIZ RİNG HAT OLUP KONAKTAN SAAT UYGULAMASI YOKTUR.;BUCA TOPLU KONUTLARI;KONAK;05:50 - 22:52;
3;105;ÇAMLIKULE - KONAK;AKINCILAR MAH. - EŞREFPAŞA - İKİÇEŞMELİK;HATTIMIZ RİNG HAT OLUP KONAKTAN SAAT UYGULAMASI YOKTUR;ÇAMLIKULE;KONAK;06:00 - 23:20;
3;121;MAVİŞEHİR AKTARMA MERKEZİ - KONAK;KARŞIYAKA - ALTINYOL - TALATPAŞA;;MAVİŞEHİR AKTARMA MERKEZİ;KONAK;06:00 - 23:00;06:20 - 00:05
3;126;CUMHURİYET MAH. - KARŞIYAKA;SERİNKUYU - GİRNE;;CUMHURİYET MAH.;KARŞIYAKA İSKELE;06:00 - 23:30;06:40 - 00:00
3;135;DOĞANÇAY - KARŞIYAKA;KUBİLAY CAD. - SOĞUKKUYU - GİRNE;;DOĞANÇAY;KARŞIYAKA İSKELE;06:00 - 23:20;06:40 - 00:00
3;136;ÖRNEKKÖY - KARŞIYAKA;ZÜBEYDE HANIM MAH. - DEDEBAŞI - GİRNE;06:00-13:00 saatleri arası Karşıyaka?dan 13:00-17:30 saatleri arası Örnekköy?den yapılan servislerde mezarlığa uğramaktadır.;ÖRNEKKÖY;KARŞIYAKA İSKELE;06:10 - 23:15;06:35 - 00:00
3;137;YAMANLAR - KARŞIYAKA;SOĞUKKUYU-GİRNE;;YAMANLAR;KARŞIYAKA İSKELE;06:05 - 23:20;06:25 - 00:00
3;152;GAZİEMİR - KONAK;KARABAĞLAR- ÜÇYOL -VARYANT;;GAZİEMİR;KONAK;06:00 - 00:00;06:00 - 00:00
3;157;AKTEPE MAHALLESİ - KONAK;PEKER MAHALLESİ - KARABAĞLAR -  VARYANT;;AKTEPE MAH.;KONAK;06:00 - 23:15;06:10 - 00:00
3;171;TINAZTEPE - KONAK;BUCA KOOP. - AKINCILAR MAH. - EŞREFPAŞA;HATTIMIZ RİNG HAT OLUP KONAKTAN SAAT UYGULAMASI YOKTUR;TINAZTEPE;KONAK;05:50 - 23:00;
3;193;YURTOĞLU - KONAK;CENNETÇEŞME - BOZYAKA - EŞREFPAŞA;;YURTOĞLU;KONAK;06:00 - 23:15;06:45 - 00:00
3;196;NAFİZ GÜRMAN - KARŞIYAKA İSKELE;GÜMÜŞPALA - NALDÖKEN -TERSHANE;;NAFİZ GÜRMAN;KARŞIYAKA İSKELE;06:10 - 23:30;06:40 - 00:00
